Date,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
31-01-1978,207.8,129.2,#N/A,104.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28-02-1978,227.3,139.5,"44,853.10",113.3,269.5,378.8,"1,852.80",#N/A,#N/A,754.1,"1,41,796.40",869.4,"4,582.20",#N/A,#N/A,"1,11,186.60",#N/A,197,198.6
31-03-1978,245.7,151.3,"49,213.20",122.5,293.2,410.6,"2,010.40",#N/A,#N/A,822.3,"1,53,099.60",939.1,"4,949.50",#N/A,#N/A,"1,18,284.00",#N/A,209.9,216.7
28-04-1978,242.1,149.3,"49,989.40",118.8,284.2,407.3,"1,974.90",#N/A,#N/A,810.1,"1,51,068.50",926.2,"4,884.50",#N/A,#N/A,"1,16,507.10",#N/A,204.4,215.9
31-05-1978,239.2,148.8,"51,707.20",115.4,274.2,410.5,"1,960.90",#N/A,#N/A,817.3,"1,49,744.30",919.9,"4,842.60",#N/A,#N/A,"1,15,555.90",#N/A,202.8,215.8
30-06-1978,257.6,161,"56,429.30",125.2,297.7,445.4,"2,119.40",#N/A,#N/A,870.7,"1,60,957.00",983.5,"5,208.50",#N/A,#N/A,"1,24,738.20",#N/A,217.6,233
31-07-1978,279.1,173,"61,069.30",132.1,327.4,474.5,"2,248.90",#N/A,#N/A,941.3,"1,72,550.10","1,064.80","5,592.20",#N/A,#N/A,"1,32,563.70",#N/A,235.6,251.1
31-08-1978,294.7,178.2,"63,843.10",130.5,343,486.1,"2,309.70",#N/A,#N/A,980.4,"1,82,837.90","1,109.80","5,881.50",#N/A,#N/A,"1,37,305.90",#N/A,248.5,261.4
29-09-1978,300.8,182,"65,530.20",134.5,352,498.5,"2,409.80",#N/A,#N/A,"1,024.80","1,90,103.60","1,147.10","6,194.90",#N/A,#N/A,"1,48,383.20",#N/A,252,266.6
31-10-1978,355.1,212.4,"78,779.20",161.6,413,571.4,"2,865.00",#N/A,#N/A,"1,189.70","2,21,560.70","1,343.10","7,260.90",#N/A,#N/A,"1,75,525.80",#N/A,294.6,314.7
30-11-1978,391.7,235.4,"90,002.70",182.6,459.1,637.1,"3,204.00",#N/A,#N/A,"1,319.00","2,45,305.80","1,488.50","7,981.60",#N/A,#N/A,"1,93,444.00",#N/A,323.8,350.9
29-12-1978,392,234.8,"95,936.20",183.7,461.9,643.9,"3,183.50",#N/A,#N/A,"1,315.70","2,44,624.90","1,465.90","7,876.60",#N/A,#N/A,"1,84,889.70",#N/A,324.3,357.9
31-01-1979,455.1,268.2,"1,11,042.20",207.2,540.6,739.8,"3,731.80",#N/A,#N/A,"1,551.90","2,88,307.70","1,751.80","9,383.50",#N/A,#N/A,"2,23,444.20",#N/A,382,418.8
28-02-1979,675.3,395.1,"1,60,503.70",298,784.8,"1,076.10","5,358.00",#N/A,#N/A,"2,264.60","4,21,650.50","2,551.90","13,731.50",#N/A,#N/A,"3,23,082.00",#N/A,553.1,607.6
30-03-1979,665.3,392.5,"1,62,529.50",290.5,769.6,"1,091.10","5,286.70",#N/A,#N/A,"2,227.30","4,15,365.30","2,485.20","13,469.00",#N/A,#N/A,"3,82,813.60",#N/A,541.8,602.7
30-04-1979,553.6,343.6,"1,37,667.90",250.7,648.9,975.8,"4,511.50",#N/A,#N/A,"1,856.40","3,46,958.80","2,076.60","11,287.70",#N/A,#N/A,"3,30,759.40",#N/A,448.8,508
31-05-1979,517.4,326.1,"1,29,014.50",233.6,613.2,907,"4,164.40",#N/A,#N/A,"1,717.30","3,22,285.80","1,927.50","10,475.50",#N/A,#N/A,"2,97,208.70",#N/A,417.4,473.3
29-06-1979,513.8,312.8,"1,17,281.60",223.1,603.2,854.9,"4,053.30",#N/A,#N/A,"1,689.70","3,17,460.10","1,892.10","10,391.10",#N/A,#N/A,"2,98,538.70",#N/A,406.2,454.5
31-07-1979,600.7,361.2,"1,30,957.30",257,691.9,981.3,"4,711.10",#N/A,#N/A,"2,008.20","3,76,502.80","2,233.20","12,248.20",#N/A,#N/A,"3,59,842.50",#N/A,465.7,520.7
31-08-1979,644.3,384.8,"1,42,641.20",271.6,743.4,"1,038.10","5,012.40",#N/A,#N/A,"2,142.50","4,03,482.10","2,387.60","13,093.40",#N/A,#N/A,"3,86,803.20",#N/A,493.6,556.8
28-09-1979,627.2,382.4,"1,40,384.50",264.5,726.4,"1,035.00","4,867.00",#N/A,#N/A,"2,072.60","3,90,973.10","2,303.60","12,705.70",#N/A,#N/A,"3,80,103.40",#N/A,476.4,541.2
31-10-1979,673.6,412.4,"1,44,562.50",280.5,784.6,"1,104.90","5,211.10",#N/A,#N/A,"2,235.20","4,21,213.00","2,481.00","13,697.30",#N/A,#N/A,"4,14,638.80",#N/A,507.4,575.6
